bin	low	high	mc_total	mc_stat	data	DYJets	TT	Nonprompt	Others	WR2000N1100EE	WR4000N2100EE
1	800	1000	7.21194	0.459908	BLINDED	4.14056	2.00328	0.148682	0.919421	0.0391104	0
2	1000	1200	8.14625	0.434271	BLINDED	5.33476	1.8541	0.125478	0.831912	0.347424	0
3	1200	1400	7.42721	0.414739	BLINDED	4.4052	1.98638	0.282055	0.753579	1.77868	0.000146789
4	1400	1600	5.79729	0.34031	BLINDED	3.52202	1.11016	0.250427	0.914681	5.99028	7.12971e-05
5	1600	2000	6.85606	0.348167	BLINDED	4.54063	1.13873	0.360102	0.8166	118.989	0.00381852
6	2000	2400	3.42157	0.240988	BLINDED	2.23813	0.538848	0.197615	0.446978	67.2453	0.0126358
7	2400	2800	1.57381	0.143051	BLINDED	1.12584	0.196471	0.0393159	0.212182	4.59126	0.0463571
8	2800	3200	0.636023	0.0495995	BLINDED	0.548703	0.0493803	0.00225615	0.0356837	1.37267	0.110046
9	3200	8000	0.639145	0.057536	BLINDED	0.549837	0.052771	0.0173382	0.0191986	0.670018	2.43307
